Date,Open,High,Low,Close,Adj Close,Volume
2016-08-15,967.1799926757812,970.3300170898438,967.1799926757812,968.8200073242188,968.8200073242188,3078530000
2016-08-16,967.3300170898438,967.3300170898438,964.5399780273438,964.5599975585938,964.5599975585938,3196400000
2016-08-17,964.3300170898438,966.8699951171875,960.52001953125,966.489990234375,966.489990234375,3388910000
2016-08-18,966.1199951171875,967.4199829101562,964.260009765625,967.0800170898438,967.0800170898438,3300570000
2016-08-19,966.0700073242188,966.1500244140625,961.27001953125,964.7999877929688,964.7999877929688,3084800000
2016-08-22,964.0700073242188,965.719970703125,961.260009765625,964.1500244140625,964.1500244140625,2777550000
2016-08-23,966.2000122070312,968.8599853515625,965.3400268554688,965.3900146484375,965.3900146484375,3041490000
2016-08-24,964.760009765625,965.719970703125,959.510009765625,961.4600219726562,961.4600219726562,3148280000
2016-08-25,960.4400024414062,962.1599731445312,958.5999755859375,959.8099975585938,959.8099975585938,2969310000
2016-08-26,960.7100219726562,966.5900268554688,955.4099731445312,959.0599975585938,959.0599975585938,3342340000
2016-08-29,959.510009765625,964.8099975585938,959.510009765625,963.5499877929688,963.5499877929688,2654780000
2016-08-30,962.8699951171875,964.2000122070312,959.4600219726562,961.780029296875,961.780029296875,3006800000
2016-08-31,960.739990234375,961.1400146484375,955.969970703125,960.0800170898438,960.0800170898438,3766390000
2016-09-01,959.9500122070312,961.1300048828125,954.3699951171875,960.239990234375,960.239990234375,3392120000
2016-09-02,962.969970703125,965.9099731445312,960.8699951171875,963.6699829101562,963.6699829101562,3091120000
2016-09-06,964.2999877929688,966.8900146484375,961.8099975585938,966.8400268554688,966.8400268554688,3447650000
2016-09-07,966.5,967.27001953125,963.2100219726562,966.1199951171875,966.1199951171875,3319420000
2016-09-08,964.7100219726562,965.5999755859375,962.2999877929688,964.3400268554688,964.3400268554688,3727840000
2016-09-09,959.489990234375,959.489990234375,942.6199951171875,942.6199951171875,942.6199951171875,4233960000
2016-09-12,940.0,958.0399780273438,939.280029296875,956.2000122070312,956.2000122070312,4010480000
2016-09-13,953.3300170898438,953.3300170898438,940.5499877929688,943.3300170898438,943.3300170898438,4141670000
2016-09-14,943.6900024414062,950.3200073242188,940.8800048828125,943.2899780273438,943.2899780273438,3664100000
2016-09-15,943.3800048828125,954.4000244140625,941.760009765625,952.5999755859375,952.5999755859375,3373720000
2016-09-16,952.5800170898438,952.6300048828125,945.4500122070312,948.7999877929688,948.7999877929688,5014360000
2016-09-19,952.6300048828125,954.2999877929688,946.25,947.3499755859375,947.3499755859375,3141820000
2016-09-20,950.1099853515625,952.9199829101562,948.4400024414062,948.77001953125,948.77001953125,3117380000
2016-09-21,950.6699829101562,958.0900268554688,947.77001953125,957.25,957.25,3685450000
2016-09-22,960.22998046875,964.5,960.22998046875,963.2000122070312,963.2000122070312,3523860000
2016-09-23,961.760009765625,962.0700073242188,957.3200073242188,957.9500122070312,957.9500122070312,3289860000
2016-09-26,955.1799926757812,955.1799926757812,948.25,948.760009765625,948.760009765625,3199910000
2016-09-27,948.9299926757812,956.1699829101562,946.77001953125,955.6500244140625,955.6500244140625,3414090000
2016-09-28,956.239990234375,960.489990234375,952.27001953125,960.0599975585938,960.0599975585938,3860390000
2016-09-29,958.9400024414062,960.510009765625,948.219970703125,950.9199829101562,950.9199829101562,4215620000
2016-09-30,953.3300170898438,961.7999877929688,953.3300170898438,958.6799926757812,958.6799926757812,4158800000
2016-10-03,957.27001953125,957.2899780273438,953.1799926757812,956.1599731445312,956.1599731445312,3113850000
2016-10-04,957.0999755859375,958.4299926757812,949.760009765625,952.47998046875,952.47998046875,3716100000
2016-10-05,954.2000122070312,958.3599853515625,954.1599731445312,956.5599975585938,956.5599975585938,3883710000
2016-10-06,956.219970703125,957.97998046875,952.4400024414062,956.8300170898438,956.8300170898438,3438040000
2016-10-07,958.47998046875,959.22998046875,950.8800048828125,955.0900268554688,955.0900268554688,3578770000
2016-10-10,957.7000122070312,961.72998046875,957.7000122070312,959.02001953125,959.02001953125,2881970000
2016-10-11,958.510009765625,958.6699829101562,945.5700073242188,949.0399780273438,949.0399780273438,3393060000
2016-10-12,949.5499877929688,952.6300048828125,947.3400268554688,949.6199951171875,949.6199951171875,2959510000
2016-10-13,945.9600219726562,948.8499755859375,939.4400024414062,946.4199829101562,946.4199829101562,3538030000
2016-10-14,949.4400024414062,953.5800170898438,946.75,946.8900146484375,946.8900146484375,3187910000
2016-10-17,946.77001953125,947.739990234375,943.1699829101562,944.2999877929688,944.2999877929688,2832440000
2016-10-18,948.3900146484375,951.2999877929688,947.4400024414062,949.0999755859375,949.0999755859375,3172940000
2016-10-19,949.2899780273438,952.4099731445312,948.8900146484375,950.010009765625,950.010009765625,3364990000
2016-10-20,949.5800170898438,951.8599853515625,945.77001953125,949.1199951171875,949.1199951171875,3339320000
2016-10-21,949.8300170898438,950.2899780273438,945.239990234375,949.6599731445312,949.6599731445312,3456390000
2016-10-24,952.77001953125,955.4000244140625,952.7100219726562,954.7000122070312,954.7000122070312,3359950000
2016-10-25,954.3499755859375,956.0900268554688,952.0599975585938,952.7999877929688,952.7999877929688,3756200000
2016-10-26,949.75,954.1900024414062,947.4099731445312,951.2100219726562,951.2100219726562,3778120000
2016-10-27,953.5399780273438,955.27001953125,949.7999877929688,949.989990234375,949.989990234375,4209400000
2016-10-28,949.1199951171875,951.739990234375,942.280029296875,945.3200073242188,945.3200073242188,4028270000
2016-10-31,946.739990234375,947.7000122070312,943.7100219726562,943.8699951171875,943.8699951171875,3926560000
2016-11-01,944.8599853515625,946.1799926757812,932.1599731445312,938.3599853515625,938.3599853515625,4539190000
2016-11-02,937.239990234375,937.6099853515625,929.7899780273438,931.6900024414062,931.6900024414062,4289120000
2016-11-03,931.2899780273438,932.760009765625,925.0599975585938,926.6300048828125,926.6300048828125,3892100000
2016-11-04,923.77001953125,929.5999755859375,923.6900024414062,923.8400268554688,923.8400268554688,3841910000
2016-11-07,930.219970703125,944.5700073242188,930.219970703125,944.3499755859375,944.3499755859375,3739720000
2016-11-08,944.1500244140625,951.1300048828125,940.8099975585938,947.52001953125,947.52001953125,3921850000
2016-11-09,945.3400268554688,962.4199829101562,942.1099853515625,959.4600219726562,959.4600219726562,6267590000
2016-11-10,961.260009765625,967.0399780273438,951.989990234375,960.4000244140625,960.4000244140625,6458450000
2016-11-11,957.9500122070312,959.25,953.6400146484375,958.6799926757812,958.6799926757812,4993990000
2016-11-14,958.8300170898438,960.760009765625,951.75,955.3400268554688,955.3400268554688,5373670000
2016-11-15,957.1699829101562,962.5599975585938,956.010009765625,962.280029296875,962.280029296875,4548110000
2016-11-16,961.0700073242188,962.3400268554688,959.1300048828125,961.3900146484375,961.3900146484375,3847900000
2016-11-17,962.0599975585938,965.8800048828125,960.9000244140625,965.6199951171875,965.6199951171875,3811730000
2016-11-18,965.7100219726562,967.0399780273438,962.219970703125,963.1300048828125,963.1300048828125,3580900000
2016-11-21,964.780029296875,970.489990234375,964.780029296875,970.1799926757812,970.1799926757812,3611500000
2016-11-22,971.7899780273438,972.6699829101562,967.9400024414062,971.3800048828125,971.3800048828125,3960520000
2016-11-23,969.4299926757812,971.0900268554688,967.0800170898438,971.0900268554688,971.0900268554688,3419850000
2016-11-25,971.9299926757812,975.25,971.9299926757812,975.25,975.25,1584590000
2016-11-28,973.6900024414062,974.9299926757812,970.1199951171875,970.72998046875,970.72998046875,3515100000
2016-11-29,970.47998046875,974.3800048828125,969.3900146484375,971.989990234375,971.989990234375,3709190000
2016-11-30,971.97998046875,976.0499877929688,968.8300170898438,968.8400268554688,968.8400268554688,5538400000
2016-12-01,969.260009765625,970.5599975585938,964.989990234375,966.6099853515625,966.6099853515625,5067470000
2016-12-02,966.0900268554688,968.6400146484375,964.7000122070312,966.280029296875,966.280029296875,3782370000
2016-12-05,969.9000244140625,973.510009765625,969.0999755859375,971.1900024414062,971.1900024414062,3898530000
2016-12-06,972.510009765625,974.4400024414062,970.3599853515625,974.27001953125,974.27001953125,3857290000
2016-12-07,973.22998046875,986.5999755859375,972.1300048828125,986.5999755859375,986.5999755859375,4504070000
2016-12-08,986.3400268554688,990.260009765625,984.9199829101562,988.0800170898438,988.0800170898438,4203270000
2016-12-09,989.5800170898438,996.2999877929688,989.3400268554688,996.02001953125,996.02001953125,3886460000
2016-12-12,995.719970703125,998.8400268554688,994.5999755859375,996.5700073242188,996.5700073242188,4038850000
2016-12-13,999.4000244140625,1007.010009765625,999.4000244140625,1004.3900146484375,1004.3900146484375,3875630000
2016-12-14,1002.6400146484375,1006.9299926757812,995.3699951171875,997.75,997.75,4409670000
2016-12-15,998.2000122070312,1006.3599853515625,998.2000122070312,1001.7999877929688,1001.7999877929688,4173360000
2016-12-16,1004.27001953125,1004.4400024414062,997.989990234375,999.8900146484375,999.8900146484375,5928980000
2016-12-19,1000.22998046875,1004.6500244140625,999.6699829101562,1002.3300170898438,1002.3300170898438,3252840000
2016-12-20,1003.7899780273438,1006.3400268554688,1003.7899780273438,1005.97998046875,1005.97998046875,3306250000
2016-12-21,1005.4500122070312,1005.989990234375,1003.1900024414062,1003.2999877929688,1003.2999877929688,2854880000
2016-12-22,1001.8099975585938,1002.3900146484375,999.8900146484375,1001.9099731445312,1001.9099731445312,2880670000
2016-12-23,1001.4000244140625,1002.52001953125,1000.1599731445312,1002.52001953125,1002.52001953125,2021230000
2016-12-27,1003.4500122070312,1006.8499755859375,1003.4299926757812,1003.969970703125,1003.969970703125,1989730000
2016-12-28,1004.3400268554688,1005.1400146484375,996.5599975585938,997.1099853515625,997.1099853515625,2402750000
2016-12-29,996.8300170898438,998.8300170898438,994.4400024414062,996.2899780273438,996.2899780273438,2338700000
2016-12-30,996.969970703125,997.989990234375,989.1300048828125,991.4299926757812,991.4299926757812,2671550000
2017-01-03,997.030029296875,1002.1799926757812,994.7899780273438,1000.5999755859375,1000.5999755859375,3773010000
2017-01-04,1002.02001953125,1004.7999877929688,1001.4400024414062,1003.8699951171875,1003.8699951171875,3768890000
2017-01-05,1003.4400024414062,1004.7899780273438,1000.3200073242188,1004.1400146484375,1004.1400146484375,3785080000
2017-01-06,1005.4400024414062,1010.260009765625,1002.0399780273438,1008.1500244140625,1008.1500244140625,3342080000
2017-01-09,1006.6699829101562,1008.010009765625,1005.5900268554688,1005.6500244140625,1005.6500244140625,3219730000
2017-01-10,1005.7100219726562,1009.4299926757812,1003.1799926757812,1004.489990234375,1004.489990234375,3640560000
2017-01-11,1004.0999755859375,1007.1199951171875,1000.3300170898438,1006.9299926757812,1006.9299926757812,3625080000
2017-01-12,1005.2100219726562,1005.5800170898438,998.2999877929688,1004.97998046875,1004.97998046875,3466220000
2017-01-13,1006.2000122070312,1008.9099731445312,1005.2100219726562,1006.5900268554688,1006.5900268554688,3090680000
2017-01-17,1003.5399780273438,1004.6699829101562,1000.7999877929688,1003.1699829101562,1003.1699829101562,3586950000
2017-01-18,1003.719970703125,1004.0599975585938,1001.4000244140625,1003.8499755859375,1003.8499755859375,3317670000
2017-01-19,1003.2999877929688,1004.3499755859375,997.9000244140625,1000.1099853515625,1000.1099853515625,3168390000
2017-01-20,1002.8300170898438,1005.6400146484375,1000.5700073242188,1003.0399780273438,1003.0399780273438,3536850000
2017-01-23,1001.3099975585938,1003.2000122070312,997.0900268554688,1000.5,1000.5,3155240000
2017-01-24,1000.8200073242188,1007.0499877929688,999.0900268554688,1004.989990234375,1004.989990234375,3816950000
2017-01-25,1009.1599731445312,1013.8099975585938,1008.3400268554688,1013.239990234375,1013.239990234375,3849340000
2017-01-26,1013.2100219726562,1014.1599731445312,1011.7100219726562,1013.1199951171875,1013.1199951171875,3611510000
2017-01-27,1014.1599731445312,1014.2899780273438,1011.6300048828125,1012.9299926757812,1012.9299926757812,3137420000
2017-01-30,1009.1500244140625,1009.280029296875,1001.969970703125,1006.9400024414062,1006.9400024414062,3595040000
2017-01-31,1003.1400146484375,1004.5499877929688,999.9500122070312,1004.4600219726562,1004.4600219726562,4089730000
2017-02-01,1008.7100219726562,1009.8599853515625,1003.7100219726562,1006.3300170898438,1006.3300170898438,3919190000
2017-02-02,1004.9500122070312,1007.6099853515625,1002.7999877929688,1006.1500244140625,1006.1500244140625,3809760000
2017-02-03,1009.0599975585938,1014.0499877929688,1009.0599975585938,1013.6900024414062,1013.6900024414062,3605970000
2017-02-06,1012.1900024414062,1013.4000244140625,1010.5599975585938,1012.0999755859375,1012.0999755859375,3112390000
2017-02-07,1013.6400146484375,1015.469970703125,1011.7999877929688,1012.9000244140625,1012.9000244140625,3452460000
2017-02-08,1011.1900024414062,1012.969970703125,1009.4099731445312,1012.4600219726562,1012.4600219726562,3611950000
2017-02-09,1013.0,1019.0800170898438,1012.969970703125,1017.5399780273438,1017.5399780273438,3681600000
2017-02-10,1018.8900146484375,1022.260009765625,1018.25,1020.6699829101562,1020.6699829101562,3496600000
2017-02-13,1023.280029296875,1028.1300048828125,1023.030029296875,1026.739990234375,1026.739990234375,3352370000
2017-02-14,1026.050048828125,1032.1300048828125,1024.5699462890625,1032.1300048828125,1032.1300048828125,3528040000
2017-02-15,1031.4000244140625,1038.199951171875,1031.0,1037.5899658203125,1037.5899658203125,3785870000
2017-02-16,1037.9100341796875,1038.5,1033.9300537109375,1037.56005859375,1037.56005859375,3675900000
2017-02-17,1035.93994140625,1039.22998046875,1034.4300537109375,1039.22998046875,1039.22998046875,3516830000
2017-02-21,1041.050048828125,1045.800048828125,1041.050048828125,1045.22998046875,1045.22998046875,3587520000
2017-02-22,1043.739990234375,1045.969970703125,1042.3399658203125,1045.1400146484375,1045.1400146484375,3473170000
2017-02-23,1046.97998046875,1047.9599609375,1042.8399658203125,1047.0999755859375,1047.0999755859375,4021770000
2017-02-24,1043.9200439453125,1047.81005859375,1042.6500244140625,1047.81005859375,1047.81005859375,3832410000
2017-02-27,1046.6199951171875,1049.1700439453125,1045.2900390625,1048.3399658203125,1048.3399658203125,3584680000
2017-02-28,1047.02001953125,1048.0799560546875,1044.050048828125,1046.550048828125,1046.550048828125,4212460000
2017-03-01,1054.010009765625,1063.3299560546875,1054.010009765625,1061.2099609375,1061.2099609375,4347630000
2017-03-02,1060.93994140625,1060.93994140625,1055.219970703125,1056.1199951171875,1056.1199951171875,3824030000
2017-03-03,1055.5999755859375,1057.0899658203125,1053.6500244140625,1056.8399658203125,1056.8399658203125,3556670000
2017-03-06,1053.5899658203125,1055.6199951171875,1050.56005859375,1054.010009765625,1054.010009765625,3251800000
2017-03-07,1051.8399658203125,1054.3499755859375,1050.43994140625,1051.9200439453125,1051.9200439453125,3526300000
2017-03-08,1052.699951171875,1053.989990234375,1049.3499755859375,1050.219970703125,1050.219970703125,3814080000
2017-03-09,1050.6600341796875,1052.989990234375,1047.4599609375,1052.010009765625,1052.010009765625,3718450000
2017-03-10,1055.1700439453125,1056.7099609375,1051.3199462890625,1055.02001953125,1055.02001953125,3434400000
2017-03-13,1054.2900390625,1055.449951171875,1052.68994140625,1054.219970703125,1054.219970703125,3166650000
2017-03-14,1052.489990234375,1052.81005859375,1048.530029296875,1051.4300537109375,1051.4300537109375,3173760000
2017-03-15,1053.3699951171875,1060.469970703125,1052.68994140625,1058.6099853515625,1058.6099853515625,3909490000
2017-03-16,1059.969970703125,1060.3299560546875,1055.75,1057.8199462890625,1057.8199462890625,3368880000
2017-03-17,1058.300048828125,1058.97998046875,1055.06005859375,1055.3399658203125,1055.3399658203125,5179820000
2017-03-20,1055.260009765625,1056.31005859375,1051.9599609375,1053.43994140625,1053.43994140625,3061560000
2017-03-21,1056.050048828125,1057.3800048828125,1040.3599853515625,1041.260009765625,1041.260009765625,4278890000
2017-03-22,1040.4300537109375,1043.8699951171875,1037.3699951171875,1042.22998046875,1042.22998046875,3575160000
2017-03-23,1040.68994140625,1045.7900390625,1038.719970703125,1040.469970703125,1040.469970703125,3262400000
2017-03-24,1042.1500244140625,1044.52001953125,1035.489990234375,1039.0799560546875,1039.0799560546875,2978530000
2017-03-27,1032.8699951171875,1039.52001953125,1029.699951171875,1038.0899658203125,1038.0899658203125,3242300000
2017-03-28,1037.3800048828125,1047.780029296875,1036.1199951171875,1045.3399658203125,1045.3399658203125,3369120000
2017-03-29,1044.5699462890625,1046.9300537109375,1042.97998046875,1045.68994140625,1045.68994140625,3107670000
2017-03-30,1045.9599609375,1050.1600341796875,1044.5400390625,1049.1800537109375,1049.1800537109375,3159680000
2017-03-31,1047.699951171875,1049.6099853515625,1046.02001953125,1046.06005859375,1046.06005859375,3356740000
2017-04-03,1046.22998046875,1047.760009765625,1039.1500244140625,1045.530029296875,1045.530029296875,3418730000
2017-04-04,1043.760009765625,1047.4000244140625,1042.1400146484375,1047.2099609375,1047.2099609375,3208340000
2017-04-05,1049.8900146484375,1054.75,1042.8399658203125,1043.7099609375,1043.7099609375,3780650000
2017-04-06,1043.8699951171875,1047.0799560546875,1041.43994140625,1043.6600341796875,1043.6600341796875,3203250000
2017-04-07,1043.469970703125,1046.47998046875,1040.6099853515625,1042.6800537109375,1042.6800537109375,3054700000
2017-04-10,1043.469970703125,1047.1500244140625,1040.510009765625,1042.719970703125,1042.719970703125,2792570000
2017-04-11,1041.449951171875,1042.1600341796875,1033.699951171875,1040.3800048828125,1040.3800048828125,3120900000
2017-04-12,1039.800048828125,1040.3900146484375,1035.8199462890625,1037.8299560546875,1037.8299560546875,3201300000
2017-04-13,1036.3399658203125,1039.0,1030.4000244140625,1030.4000244140625,1030.4000244140625,3146380000
2017-04-17,1031.75,1039.3499755859375,1031.75,1039.1400146484375,1039.1400146484375,2826890000
2017-04-18,1036.9100341796875,1039.1099853515625,1033.5,1036.52001953125,1036.52001953125,3272210000
2017-04-19,1038.0400390625,1040.1800537109375,1031.969970703125,1033.3399658203125,1033.3399658203125,3521160000
2017-04-20,1034.6300048828125,1043.1500244140625,1034.3599853515625,1040.4599609375,1040.4599609375,3648990000
2017-04-21,1039.969970703125,1040.9200439453125,1035.4000244140625,1037.0699462890625,1037.0699462890625,3524160000
2017-04-24,1046.81005859375,1049.75,1046.5400390625,1048.530029296875,1048.530029296875,3711170000
2017-04-25,1052.5999755859375,1057.260009765625,1052.4300537109375,1055.4000244140625,1055.4000244140625,4005820000
2017-04-26,1055.93994140625,1059.239990234375,1054.1199951171875,1054.4000244140625,1054.4000244140625,4111350000
2017-04-27,1055.77001953125,1056.68994140625,1052.6600341796875,1055.27001953125,1055.27001953125,4099940000
2017-04-28,1058.7900390625,1058.7900390625,1054.0400390625,1054.8599853515625,1054.8599853515625,3721350000
2017-05-01,1056.800048828125,1060.25,1055.9200439453125,1057.31005859375,1057.31005859375,3201500000
2017-05-02,1058.6700439453125,1059.260009765625,1056.300048828125,1058.27001953125,1058.27001953125,3861360000
2017-05-03,1056.3199462890625,1059.02001953125,1054.300048828125,1058.31005859375,1058.31005859375,3896760000
2017-05-04,1058.8499755859375,1059.6300048828125,1054.81005859375,1058.4200439453125,1058.4200439453125,4367860000
2017-05-05,1059.1500244140625,1061.260009765625,1057.219970703125,1061.260009765625,1061.260009765625,3543240000
2017-05-08,1061.5799560546875,1062.68994140625,1059.77001953125,1062.68994140625,1062.68994140625,3429990000
2017-05-09,1063.7099609375,1064.6400146484375,1058.5899658203125,1060.6199951171875,1060.6199951171875,3657840000
2017-05-10,1059.5999755859375,1059.5999755859375,1056.4000244140625,1059.0999755859375,1059.0999755859375,3649370000
2017-05-11,1057.1500244140625,1057.6099853515625,1052.1300048828125,1057.239990234375,1057.239990234375,3727710000
2017-05-12,1056.550048828125,1056.81005859375,1054.449951171875,1056.81005859375,1056.81005859375,3304620000
2017-05-15,1057.8900146484375,1061.3800048828125,1057.8900146484375,1060.9200439453125,1060.9200439453125,3490080000
2017-05-16,1061.7900390625,1063.050048828125,1059.1400146484375,1060.7900390625,1060.7900390625,3421810000
2017-05-17,1052.7099609375,1053.4100341796875,1040.3399658203125,1040.6800537109375,1040.6800537109375,4164760000
2017-05-18,1039.260009765625,1049.0699462890625,1038.6800537109375,1044.43994140625,1044.43994140625,4319440000
2017-05-19,1046.530029296875,1053.93994140625,1046.239990234375,1050.7900390625,1050.7900390625,3831700000
2017-05-22,1053.31005859375,1056.010009765625,1052.449951171875,1055.52001953125,1055.52001953125,3176580000
2017-05-23,1057.1300048828125,1059.3800048828125,1056.449951171875,1058.530029296875,1058.530029296875,3216560000
2017-05-24,1059.739990234375,1061.260009765625,1057.760009765625,1060.760009765625,1060.760009765625,3389240000
2017-05-25,1062.8599853515625,1066.5799560546875,1061.9300537109375,1064.9300537109375,1064.9300537109375,3538210000
2017-05-26,1064.800048828125,1066.0400390625,1063.7099609375,1065.3499755859375,1065.3499755859375,2806930000
2017-05-30,1063.449951171875,1065.56005859375,1062.8900146484375,1064.260009765625,1064.260009765625,3205860000
2017-05-31,1065.3800048828125,1065.5400390625,1060.1600341796875,1062.9100341796875,1062.9100341796875,4518040000
2017-06-01,1064.489990234375,1069.739990234375,1062.699951171875,1069.739990234375,1069.739990234375,3860620000
2017-06-02,1070.1500244140625,1074.550048828125,1069.0899658203125,1074.3599853515625,1074.3599853515625,3465500000
2017-06-05,1073.8699951171875,1075.22998046875,1072.52001953125,1074.0,1074.0,2916720000
2017-06-06,1072.3900146484375,1074.969970703125,1071.18994140625,1071.6199951171875,1071.6199951171875,3376750000
2017-06-07,1073.010009765625,1074.3499755859375,1069.56005859375,1073.469970703125,1073.469970703125,3576220000
2017-06-08,1073.530029296875,1076.0699462890625,1070.72998046875,1073.0400390625,1073.0400390625,3735980000
2017-06-09,1074.1199951171875,1078.5400390625,1063.75,1071.9000244140625,1071.9000244140625,4029860000
2017-06-12,1069.27001953125,1071.6199951171875,1066.300048828125,1070.7099609375,1070.7099609375,4031840000
2017-06-13,1072.93994140625,1075.300048828125,1071.1600341796875,1074.6400146484375,1074.6400146484375,3278240000
2017-06-14,1076.1099853515625,1076.27001953125,1069.5899658203125,1074.0,1074.0,3558640000
2017-06-15,1068.1800537109375,1072.31005859375,1065.1099853515625,1071.6600341796875,1071.6600341796875,3371980000
2017-06-16,1071.3699951171875,1072.02001953125,1067.1500244140625,1071.8499755859375,1071.8499755859375,5299380000
2017-06-19,1076.199951171875,1081.31005859375,1075.780029296875,1081.239990234375,1081.239990234375,3271480000
2017-06-20,1080.050048828125,1080.050048828125,1074.6099853515625,1074.68994140625,1074.68994140625,3422700000
2017-06-21,1075.0799560546875,1076.699951171875,1072.3199462890625,1074.43994140625,1074.43994140625,3599190000
2017-06-22,1075.47998046875,1077.02001953125,1073.43994140625,1073.8800048828125,1073.8800048828125,3477250000
2017-06-23,1073.6099853515625,1076.93994140625,1072.27001953125,1075.4300537109375,1075.4300537109375,5282460000
2017-06-26,1077.6099853515625,1080.949951171875,1074.8199462890625,1075.260009765625,1075.260009765625,3243660000
