Date,AAPL,VZ,WBA,WFC,WMT,XOM,ABT,ADBE,AIG,AMGN,AMT,AMZN,AVGO,AXP,BA,BAC,BIIB,BK,BKNG,BLK,BMY,BRK.B,C,CAT,CHTR,CL,CMCSA,COF,COP,COST,CRM,CSCO,CVS,CVX,DD,DHR,DIS,DOW,DUK,EMR,EXC,F,FB,FDX,GD,GE,GILD,GM,GOOG,GOOGL,GS,HD,HON,IBM,INTC,JNJ,JPM,KHC,KO,LIN,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NVDA,ORCL,PEP,PFE,PG,PM,PYPL,QCOM,RTX,SBUX,SO,SPG,T,TGT,TMO,TMUS,TSLA,TXN,UNH,UNP,UPS,USB,V,ABBV,ACN
2020-03-02 00:00:00,74.70249938964844,57.31999969482422,48.11000061035156,42.2599983215332,115.87999725341797,53.880001068115234,81.61000061035156,360.2799987792969,42.849998474121094,212.1999969482422,240.75,97.69750213623047,284.9700012207031,113.87000274658203,289.2699890136719,29.3700008392334,327.8900146484375,40.959999084472656,1728.97998046875,487.94000244140625,60.34000015258789,,67.58999633789062,127.5999984741211,497.1300048828125,72.44000244140625,42.52000045776367,91.47000122070312,49.22999954223633,309.1400146484375,176.75999450683594,41.16999816894531,64.02999877929688,96.58999633789062,44.95000076293945,150.69000244140625,119.9800033569336,41.41999816894531,96.66999816894531,66.30000305175781,32.403709411621094,7.199999809265137,,139.75,165.02999877929688,70.00780487060547,75.4000015258789,31.420000076293945,69.45549774169922,69.31600189208984,209.47000122070312,229.94000244140625,164.24000549316406,128.3938751220703,58.18000030517578,140.02000427246094,121.5199966430664,26.06999969482422,55.91999816894531,198.14999389648438,132.83999633789062,381.3500061035156,111.04000091552734,306.739990234375,202.5500030517578,55.599998474121094,102.62000274658203,44.560001373291016,153.02000427246094,42.06999969482422,77.64312744140625,46.47999954223633,172.7899932861328,67.0875015258789,381.04998779296875,92.68000030517578,69.10749816894531,50.900001525878906,137.5800018310547,33.092979431152344,119.55999755859375,84.97000122070312,112.86000061035156,80.55999755859375,84.37381744384766,82.37999725341797,63.93000030517578,127.22000122070312,28.081571578979492,109.05999755859375,304.9599914550781,93.29000091552734,49.574668884277344,118.97000122070312,273.1099853515625,160.33999633789062,92.75,48.15999984741211,192.3300018310547,88.69000244140625,189.5500030517578
2020-03-03 00:00:00,72.33000183105469,55.70000076293945,46.119998931884766,40.529998779296875,112.91000366210938,51.29999923706055,77.98999786376953,348.3399963378906,41.4900016784668,204.4199981689453,242.64999389648438,95.44950103759766,274.25,108.01000213623047,280.6199951171875,27.75,315.7799987792969,38.83000183105469,1683.02001953125,482.07000732421875,59.20000076293945,,65.05000305175781,124.37999725341797,495.0299987792969,71.77999877929688,41.439998626708984,86.41999816894531,48.119998931884766,302.7300109863281,169.3699951171875,40.040000915527344,62.540000915527344,94.38999938964844,43.63999938964844,147.5399932861328,116.44999694824219,40.560001373291016,95.61000061035156,63.7400016784668,31.519258499145508,6.96999979019165,,133.08999633789062,161.0500030517578,67.94691467285156,74.20999908447266,30.520000457763672,67.06950378417969,66.88600158691406,203.42999267578125,227.94000244140625,161.88999938964844,123.23136138916016,55.970001220703125,135.58999633789062,116.95999908447266,25.5,56.060001373291016,195.38999938964844,130.30999755859375,377.3999938964844,108.55999755859375,292.0,199.50999450683594,54.790000915527344,100.4000015258789,42.56999969482422,145.24000549316406,41.900001525878906,75.50572204589844,44.400001525878906,164.50999450683594,66.2874984741211,368.7699890136719,90.93000030517578,66.47250366210938,48.849998474121094,135.5800018310547,32.542694091796875,118.16999816894531,83.5,109.76000213623047,78.55999755859375,83.40465545654297,78.5999984741211,63.900001525878906,122.47000122070312,27.41691780090332,105.83999633789062,310.3599853515625,89.37000274658203,49.70066833496094,113.80999755859375,261.3999938964844,157.33999633789062,91.30000305175781,46.099998474121094,185.72999572753906,87.56999969482422,182.22000122070312
2020-03-04 00:00:00,75.68499755859375,58.119998931884766,48.689998626708984,41.400001525878906,116.7699966430664,52.41999816894531,82.08999633789062,363.8500061035156,42.540000915527344,215.11000061035156,251.66000366210938,98.79149627685547,285.45001220703125,115.69999694824219,283.1199951171875,28.389999389648438,328.45001220703125,40.5,1732.1300048828125,495.30999755859375,61.47999954223633,,67.38999938964844,127.4000015258789,522.8400268554688,75.37000274658203,42.5,89.33000183105469,49.43000030517578,320.739990234375,175.69000244140625,41.38999938964844,66.04000091552734,98.52999877929688,44.15999984741211,155.97999572753906,119.18000030517578,41.90999984741211,101.6500015258789,66.66999816894531,33.39514923095703,7.079999923706055,,136.41000366210938,168.27999877929688,68.38407135009766,76.01000213623047,31.530000686645508,69.32599639892578,69.08000183105469,208.74000549316406,241.0800018310547,171.19000244140625,128.31739807128906,58.68000030517578,143.47999572753906,119.8499984741211,26.450000762939453,58.91999816894531,205.52999877929688,140.3800048828125,402.0299987792969,113.29000091552734,302.3599853515625,207.02000427246094,58.0099983215332,103.58999633789062,43.83000183105469,153.97999572753906,43.93000030517578,79.16984558105469,45.2400016784668,170.5500030517578,70.55500030517578,383.7900085449219,93.79000091552734,71.12750244140625,50.540000915527344,142.38999938964844,34.53510284423828,124.5,88.73999786376953,115.30000305175781,81.80000305175781,87.50157165527344,79.66999816894531,67.80000305175781,123.48999786376953,28.83685874938965,107.81999969482422,326.6400146484375,93.80999755859375,49.96666717529297,119.05000305175781,289.4200134277344,162.1699981689453,95.81999969482422,46.65999984741211,194.2899932861328,91.75,188.86000061035156
2020-03-05 00:00:00,73.2300033569336,57.15999984741211,48.779998779296875,38.900001525878906,115.91999816894531,50.11000061035156,80.5199966430664,351.0299987792969,40.650001525878906,212.1199951171875,246.94000244140625,96.20149993896484,274.0400085449219,110.94000244140625,260.3699951171875,26.780000686645508,317.70001220703125,39.29999923706055,1647.43994140625,472.4700012207031,60.5,,63.4900016784668,121.97000122070312,505.1400146484375,72.33999633789062,40.77000045776367,85.08000183105469,47.70000076293945,315.760009765625,169.60000610351562,39.56999969482422,64.36000061035156,97.19000244140625,42.41999816894531,149.47000122070312,113.9800033569336,40.099998474121094,100.12999725341797,64.7300033569336,32.90299606323242,6.739999771118164,,129.92999267578125,163.36000061035156,62.95082092285156,76.12999725341797,30.100000381469727,65.9520034790039,65.73799896240234,198.7899932861328,234.80999755859375,164.9199981689453,123.85277557373047,56.959999084472656,142.00999450683594,113.97000122070312,26.649999618530273,56.7400016784668,196.50999450683594,140.14999389648438,384.70001220703125,107.5199966430664,290.7300109863281,198.32000732421875,56.86000061035156,100.18000030517578,40.619998931884766,151.41000366210938,43.15999984741211,77.84351348876953,42.59000015258789,166.27000427246094,69.04000091552734,372.7799987792969,90.58000183105469,68.32250213623047,48.0,138.10000610351562,33.64326477050781,121.62999725341797,87.86000061035156,112.18000030517578,79.16999816894531,79.57205963134766,76.19000244140625,67.56999969482422,119.9000015258789,28.081571578979492,105.97000122070312,312.8900146484375,89.86000061035156,48.30266571044922,114.72000122070312,282.9599914550781,154.9600067138672,92.98999786376953,43.779998779296875,186.9600067138672,90.61000061035156,182.55999755859375
2020-03-06 00:00:00,72.25749969482422,56.869998931884766,50.5099983215332,37.09000015258789,117.2300033569336,47.689998626708984,81.73999786376953,336.7699890136719,37.84000015258789,210.64999389648438,246.32000732421875,95.05449676513672,269.45001220703125,108.23999786376953,262.3299865722656,25.709999084472656,317.95001220703125,38.06999969482422,1612.0899658203125,450.4100036621094,60.310001373291016,,61.279998779296875,121.41000366210938,496.7200012207031,72.51000213623047,40.369998931884766,82.29000091552734,45.33000183105469,311.3399963378906,164.0800018310547,39.68000030517578,64.1500015258789,95.31999969482422,40.5,148.42999267578125,115.2699966430664,38.970001220703125,99.05000305175781,62.13999938964844,32.21826171875,6.489999771118164,,127.68000030517578,163.02999877929688,58.70413589477539,80.22000122070312,28.690000534057617,64.92050170898438,64.78700256347656,192.85000610351562,228.50999450683594,164.02999877929688,122.11280822753906,55.77000045776367,142.02999877929688,108.08000183105469,26.030000686645508,55.2599983215332,189.1999969482422,141.4600067138672,382.4700012207031,105.30999755859375,287.010009765625,198.86000061035156,55.65999984741211,99.05999755859375,39.18000030517578,153.64999389648438,42.150001525878906,78.43511199951172,41.84000015258789,161.57000732421875,67.95500183105469,368.9700012207031,88.36000061035156,66.51000213623047,47.369998931884766,137.25999450683594,33.225807189941406,121.66000366210938,87.2699966430664,110.88999938964844,77.47000122070312,79.59722900390625,75.33999633789062,66.87000274658203,119.05999755859375,27.968278884887695,105.94999694824219,311.1700134277344,87.86000061035156,46.89866638183594,113.16000366210938,283.8699951171875,156.08999633789062,94.0,42.45000076293945,184.36000061035156,88.81999969482422,178.75
2020-03-09 00:00:00,66.5425033569336,55.83000183105469,48.439998626708984,32.47999954223633,117.16000366210938,41.86000061035156,77.0199966430664,305.7900085449219,32.810001373291016,198.3699951171875,231.86000061035156,90.03050231933594,247.72000122070312,98.29000091552734,227.1699981689453,21.93000030517578,297.19000244140625,34.95000076293945,1527.800048828125,419.010009765625,57.65999984741211,,51.369998931884766,104.06999969482422,463.2099914550781,69.98999786376953,37.880001068115234,73.06999969482422,34.06999969482422,301.9800109863281,151.2100067138672,37.959999084472656,61.29999923706055,80.66999816894531,35.150001525878906,141.58999633789062,104.3499984741211,30.530000686645508,94.58000183105469,50.36000061035156,29.893009185791016,5.900000095367432,,115.69999694824219,150.02000427246094,51.27244186401367,73.5199966430664,24.690000534057617,60.77799987792969,60.78950119018555,172.80999755859375,210.4600067138672,152.86000061035156,112.62906646728516,50.849998474121094,136.44000244140625,93.44000244140625,23.959999084472656,51.86000061035156,173.1300048828125,135.72000122070312,352.0299987792969,94.22000122070312,262.010009765625,186.86000061035156,53.939998626708984,92.4000015258789,32.65999984741211,144.05999755859375,40.34000015258789,75.34351348876953,37.5,150.6199951171875,65.31999969482422,346.489990234375,84.11000061035156,61.36000061035156,46.0099983215332,130.16000366210938,32.03036117553711,116.05999755859375,81.62999725341797,101.62999725341797,72.63999938964844,72.59912109375,70.83000183105469,62.15999984741211,103.04000091552734,26.20090675354004,104.02999877929688,295.3500061035156,79.75,40.53333282470703,105.04000091552734,273.44000244140625,135.83999633789062,87.18000030517578,36.31999969482422,171.1300048828125,85.2699966430664,164.11000061035156
2020-03-10 00:00:00,71.33499908447266,56.52000045776367,49.15999984741211,35.08000183105469,119.79000091552734,43.40999984741211,80.87999725341797,332.3800048828125,35.06999969482422,206.8000030517578,243.8699951171875,94.59100341796875,262.8999938964844,103.30000305175781,231.00999450683594,23.610000610351562,305.6300048828125,36.54999923706055,1559.0,459.0,57.93000030517578,,55.58000183105469,106.48999786376953,476.760009765625,71.80999755859375,39.099998474121094,78.3499984741211,34.880001068115234,309.3999938964844,161.33999633789062,40.08000183105469,62.599998474121094,84.9800033569336,38.119998931884766,144.30999755859375,111.45999908447266,31.399999618530273,95.05000305175781,53.86000061035156,30.75606346130371,6.260000228881836,,120.66999816894531,155.3000030517578,55.26932144165039,72.33999633789062,27.1200008392334,64.01950073242188,63.75849914550781,184.35000610351562,225.6999969482422,161.69000244140625,119.2829818725586,53.97999954223633,141.63999938964844,100.69999694824219,24.5,53.65999984741211,176.2100067138672,141.19000244140625,367.1700134277344,104.0199966430664,280.57000732421875,199.86000061035156,54.90999984741211,96.36000061035156,35.02000045776367,153.3000030517578,42.150001525878906,78.26335906982422,39.5,160.9199981689453,63.932498931884766,364.1300048828125,88.30000305175781,65.2699966430664,48.58000183105469,134.13999938964844,32.81783676147461,120.55000305175781,84.7300033569336,109.73999786376953,78.88999938964844,75.12271881103516,74.87000274658203,62.02000045776367,111.44000244140625,27.07703971862793,108.33000183105469,307.70001220703125,84.9800033569336,43.02199935913086,112.12000274658203,280.0,146.82000732421875,92.81999969482422,38.63999938964844,182.60000610351562,87.52999877929688,174.55999755859375
2020-03-11 00:00:00,68.85749816894531,54.83000183105469,46.06999969482422,32.33000183105469,114.43000030517578,41.97999954223633,78.08999633789062,315.2300109863281,32.43000030517578,198.64999389648438,232.89999389648438,91.04299926757812,245.97000122070312,95.37999725341797,189.0800018310547,22.670000076293945,294.25,34.20000076293945,1442.5,430.9700012207031,56.5099983215332,,50.790000915527344,100.69000244140625,450.6499938964844,68.9000015258789,37.90999984741211,71.41999816894531,32.560001373291016,297.42999267578125,154.57000732421875,37.04999923706055,61.310001373291016,83.02999877929688,36.65999984741211,139.3699951171875,105.51000213623047,27.989999771118164,90.94000244140625,52.13999938964844,28.39514923095703,5.900000095367432,,111.01000213623047,148.4499969482422,51.27244186401367,73.69999694824219,26.0,60.77050018310547,60.54499816894531,171.88999938964844,212.88999938964844,153.38999938964844,112.78202819824219,51.65999984741211,131.8000030517578,95.95999908447266,23.65999984741211,52.209999084472656,173.9199981689453,140.02000427246094,356.92999267578125,99.1500015258789,269.760009765625,188.25,52.34000015258789,92.44000244140625,33.29999923706055,147.24000549316406,40.47999954223633,75.62023162841797,36.869998931884766,153.6300048828125,60.314998626708984,349.9200134277344,84.0,61.61750030517578,44.720001220703125,129.75,30.521821975708008,111.58999633789062,79.83999633789062,103.9000015258789,74.62000274658203,67.65890502929688,68.30000305175781,58.18000030517578,101.5,26.072507858276367,105.58000183105469,289.3800048828125,86.44999694824219,42.28200149536133,106.5,277.7799987792969,141.55999755859375,87.98999786376953,36.209999084472656,172.9499969482422,84.8499984741211,165.11000061035156
2020-03-12 00:00:00,62.057498931884766,51.20000076293945,41.02000045776367,27.200000762939453,104.05000305175781,37.18000030517578,74.73999786376953,285.0,25.670000076293945,182.24000549316406,217.8300018310547,83.83049774169922,218.77999877929688,83.52999877929688,154.83999633789062,20.510000228881836,268.8800048828125,29.520000457763672,1280.4000244140625,386.2200012207031,52.75,,43.2599983215332,92.26000213623047,427.5400085449219,63.88999938964844,34.939998626708984,63.630001068115234,28.200000762939453,279.8500061035156,140.58999633789062,33.20000076293945,54.599998474121094,76.26000213623047,33.279998779296875,128.88999938964844,91.80999755859375,23.670000076293945,80.4800033569336,46.18000030517578,25.156919479370117,5.349999904632568,,97.0,132.22999572753906,45.152225494384766,68.58000183105469,23.040000915527344,55.74549865722656,55.57749938964844,150.67999267578125,190.58999633789062,134.85000610351562,98.2887191772461,45.540000915527344,125.41000366210938,88.05000305175781,20.059999465942383,47.15999984741211,158.02000427246094,126.0199966430664,311.3800048828125,89.91999816894531,241.5,170.1300048828125,47.5099983215332,84.4000015258789,28.299999237060547,133.5800018310547,36.41999816894531,71.04007720947266,31.309999465942383,139.05999755859375,52.22249984741211,315.25,74.19999694824219,54.07749938964844,39.79999923706055,115.33999633789062,28.48197364807129,101.83999633789062,72.25,96.95999908447266,67.0199966430664,64.5059814453125,62.099998474121094,52.189998626708984,83.48999786376953,23.66314125061035,92.62000274658203,284.32000732421875,76.76000213623047,37.369998931884766,97.52999877929688,250.41000366210938,132.0500030517578,86.16999816894531,31.610000610351562,160.0800018310547,78.61000061035156,152.52999877929688
2020-03-13 00:00:00,69.49250030517578,54.16999816894531,46.189998626708984,30.889999389648438,114.0999984741211,38.119998931884766,81.6500015258789,335.5,28.5,202.10000610351562,238.99000549316406,89.25,234.22000122070312,99.5999984741211,170.1999969482422,24.15999984741211,305.2099914550781,34.130001068115234,1421.3299560546875,413.7799987792969,54.9900016784668,,51.040000915527344,99.63999938964844,454.19000244140625,69.0999984741211,39.33000183105469,72.83999633789062,31.3799991607666,302.2699890136719,147.77999877929688,37.63999938964844,59.63999938964844,83.41999816894531,37.099998474121094,141.38999938964844,102.5199966430664,25.690000534057617,85.7699966430664,50.33000183105469,25.93437957763672,5.630000114440918,,106.62999725341797,139.63999938964844,49.024200439453125,70.75,24.709999084472656,60.98649978637695,60.7135009765625,177.1699981689453,205.6699981689453,149.41000366210938,103.20267486572266,54.43000030517578,134.2899932861328,103.91000366210938,23.969999313354492,48.470001220703125,176.5,139.3699951171875,328.5899963378906,96.48999786376953,270.010009765625,177.1300048828125,50.91999816894531,88.81999969482422,31.93000030517578,141.67999267578125,40.06999969482422,73.23473358154297,37.5,158.8300018310547,55.38999938964844,336.29998779296875,75.58000183105469,60.209999084472656,47.93000030517578,127.44999694824219,31.034156799316406,114.06999969482422,79.5,110.1500015258789,75.80999755859375,66.33102416992188,69.91999816894531,53.970001220703125,89.7699966430664,26.03474235534668,101.0199966430664,300.1199951171875,85.38999938964844,36.44133377075195,106.04000091552734,272.0400085449219,143.85000610351562,94.2300033569336,37.099998474121094,175.8300018310547,85.37000274658203,166.50999450683594
2020-03-16 00:00:00,60.5525016784668,50.9900016784668,45.08000183105469,26.5,106.76000213623047,34.4900016784668,73.66000366210938,286.0299987792969,23.25,188.67999267578125,202.75,84.4574966430664,187.5800018310547,85.87000274658203,129.61000061035156,20.440000534057617,281.7200012207031,29.18000030517578,1289.6700439453125,357.2799987792969,51.11000061035156,,41.189998626708984,93.41000366210938,389.1099853515625,62.34000015258789,36.040000915527344,55.45000076293945,26.079999923706055,283.17999267578125,124.30000305175781,33.709999084472656,52.29999923706055,69.69999694824219,34.25,127.63999938964844,95.01000213623047,22.0,76.58000183105469,46.959999084472656,21.761768341064453,5.010000228881836,,90.48999786376953,126.69999694824219,41.592506408691406,68.9000015258789,21.0,54.21649932861328,53.650001525878906,154.66000366210938,164.9600067138672,135.27000427246094,94.7227554321289,44.61000061035156,127.12999725341797,88.36000061035156,22.020000457763672,45.2599983215332,158.35000610351562,129.3800048828125,287.94000244140625,72.58999633789062,235.64999389648438,149.00999450683594,45.099998474121094,77.43000030517578,26.799999237060547,130.91000366210938,38.220001220703125,66.71755981445312,31.649999618530273,135.4199981689453,50.342498779296875,298.8399963378906,66.79000091552734,49.099998474121094,42.720001220703125,113.08999633789062,28.63377571105957,108.5,69.5999984741211,92.72000122070312,64.4800033569336,57.22467041015625,58.59000015258789,47.619998931884766,65.79000091552734,24.025680541992188,93.79000091552734,279.3500061035156,76.52999877929688,29.67133331298828,93.5,225.0399932861328,125.0999984741211,87.05999755859375,32.56999969482422,152.00999450683594,74.2699966430664,152.5399932861328
2020-03-17 00:00:00,63.21500015258789,54.310001373291016,49.599998474121094,29.6299991607666,119.26000213623047,36.810001373291016,79.48999786376953,311.80999755859375,22.25,207.8000030517578,227.52999877929688,90.39199829101562,199.50999450683594,86.58000183105469,124.13999938964844,21.979999542236328,305.32000732421875,29.969999313354492,1368.260009765625,386.760009765625,54.09000015258789,,40.25,100.19999694824219,393.0199890136719,70.19999694824219,38.220001220703125,53.91999816894531,26.25,306.989990234375,135.4199981689453,35.5,58.0,70.69000244140625,36.0099983215332,131.77999877929688,93.52999877929688,26.600000381469727,86.0,47.41999816894531,25.677602767944336,5.010000228881836,,94.95999908447266,131.58999633789062,44.215457916259766,74.5199966430664,20.31999969482422,55.9900016784668,55.90299987792969,158.6699981689453,173.63999938964844,131.8000030517578,101.95984649658203,50.08000183105469,136.58999633789062,93.76000213623047,23.829999923706055,47.18000030517578,163.8800048828125,143.1999969482422,318.8299865722656,73.79000091552734,237.8800048828125,147.6199951171875,48.81999969482422,80.20999908447266,28.43000030517578,134.44000244140625,39.849998474121094,71.0687026977539,33.790000915527344,146.57000732421875,55.439998626708984,319.75,69.83999633789062,54.317501068115234,46.86000061035156,127.72000122070312,30.5123348236084,118.23999786376953,73.98999786376953,97.87000274658203,68.86000061035156,58.42668151855469,58.97999954223633,56.560001373291016,58.86000061035156,25.483383178710938,103.62999725341797,296.30999755859375,78.3499984741211,28.68000030517578,106.1500015258789,244.22000122070312,128.6300048828125,96.79000091552734,33.720001220703125,157.88999938964844,73.0199966430664,157.7100067138672
2020-03-18 00:00:00,61.66749954223633,54.31999969482422,52.810001373291016,28.1200008392334,122.58000183105469,33.119998931884766,79.26000213623047,294.6099853515625,18.780000686645508,204.8800048828125,217.13999938964844,91.5,167.8699951171875,73.75,101.88999938964844,20.790000915527344,298.67999267578125,28.760000228881836,1233.75,373.3599853515625,50.2400016784668,,36.43000030517578,100.12000274658203,381.5199890136719,67.69000244140625,35.68000030517578,44.29999923706055,22.670000076293945,307.5,132.24000549316406,37.119998931884766,57.18000030517578,55.04999923706055,32.060001373291016,128.13999938964844,88.80000305175781,26.440000534057617,79.27999877929688,41.13999938964844,23.566333770751953,4.5,,99.68000030517578,121.11000061035156,41.21780014038086,79.41999816894531,16.799999237060547,54.84000015258789,54.55950164794922,140.02000427246094,155.6300048828125,119.61000061035156,98.99617767333984,47.61000061035156,134.9600067138672,83.88999938964844,23.690000534057617,44.849998474121094,157.50999450683594,143.08999633789062,333.4100036621094,65.0199966430664,227.92999267578125,137.3000030517578,46.54999923706055,74.54000091552734,28.18000030517578,137.02000427246094,38.31999969482422,68.34923553466797,30.75,140.39999389648438,52.65999984741211,315.4700012207031,68.04000091552734,50.70500183105469,47.27000045776367,120.91999816894531,30.70208740234375,117.44999694824219,64.91000366210938,91.45999908447266,61.189998626708984,49.96853256225586,56.33000183105469,55.91999816894531,44.91999816894531,24.81117820739746,102.81999969482422,302.9800109863281,74.31999969482422,24.08133316040039,100.0,217.05999755859375,115.08000183105469,99.26000213623047,33.0,148.47999572753906,71.02999877929688,151.14999389648438
2020-03-19 00:00:00,61.19499969482422,53.619998931884766,48.54999923706055,28.290000915527344,119.44999694824219,34.43000030517578,74.5,307.510009765625,20.600000381469727,198.75999450683594,209.0,94.04650115966797,194.4499969482422,77.06999969482422,97.70999908447266,21.200000762939453,288.0199890136719,30.0,1191.47998046875,397.3599853515625,48.790000915527344,,39.63999938964844,103.01000213623047,393.05999755859375,66.6500015258789,35.939998626708984,46.2599983215332,25.59000015258789,305.2200012207031,139.4600067138672,37.709999084472656,55.380001068115234,57.38999938964844,31.65999984741211,124.19000244140625,94.93000030517578,28.1200008392334,75.05000305175781,46.02000045776367,23.116975784301758,4.46999979019165,,111.68000030517578,118.02999877929688,40.4683837890625,78.55000305175781,17.709999084472656,55.76449966430664,55.583499908447266,149.49000549316406,161.1300048828125,118.95999908447266,95.9273452758789,45.939998626708984,127.05000305175781,85.30000305175781,22.280000686645508,41.83000183105469,154.00999450683594,133.08999633789062,314.20001220703125,69.87000274658203,227.14999389648438,149.5,45.470001220703125,79.22000122070312,26.799999237060547,137.50999450683594,37.099998474121094,67.4904556274414,30.920000076293945,142.7100067138672,51.775001525878906,332.0299987792969,70.33999633789062,53.24250030517578,45.06999969482422,117.33999633789062,28.861480712890625,110.83000183105469,66.43000030517578,93.69000244140625,65.0,52.712398529052734,61.40999984741211,50.900001525878906,55.7400016784668,23.527189254760742,100.5,280.8399963378906,79.44999694824219,28.50933265686035,101.56999969482422,219.8000030517578,121.6500015258789,96.25,33.209999084472656,152.25,71.05999755859375,158.5
2020-03-20 00:00:00,57.310001373291016,51.79999923706055,46.41999816894531,26.5,113.97000122070312,32.7400016784668,68.0,295.3399963378906,19.229999542236328,188.25,195.38999938964844,92.30449676513672,192.22000122070312,74.12000274658203,95.01000213623047,19.670000076293945,278.7699890136719,29.06999969482422,1177.4300537109375,354.7200012207031,48.400001525878906,,38.060001373291016,95.5,371.70001220703125,62.08000183105469,33.369998931884766,45.0099983215332,26.84000015258789,290.4200134277344,139.35000610351562,35.599998474121094,54.70000076293945,59.38999938964844,31.469999313354492,123.80999755859375,85.9800033569336,27.440000534057617,68.4000015258789,44.09000015258789,22.111270904541016,4.329999923706055,,111.05999755859375,113.98999786376953,40.71818923950195,73.26000213623047,18.139999389648438,53.61600112915039,53.410499572753906,138.41000366210938,152.14999389648438,112.5,91.19503021240234,45.83000183105469,119.88999938964844,83.5,22.280000686645508,38.29999923706055,151.3000030517578,122.4000015258789,291.2200012207031,66.36000061035156,211.4199981689453,148.49000549316406,43.31999969482422,77.45999908447266,24.3799991607666,124.88999938964844,34.279998779296875,68.09160614013672,29.670000076293945,137.35000610351562,47.9375,332.8299865722656,67.44999694824219,51.4375,45.650001525878906,103.93000030517578,27.523719787597656,102.43000030517578,61.09000015258789,86.68000030517578,60.90999984741211,51.93832778930664,58.029998779296875,46.36000061035156,48.13999938964844,21.4879150390625,97.4000015258789,278.3699951171875,74.55000305175781,28.50200080871582,97.5999984741211,206.58999633789062,117.83999633789062,93.45999908447266,32.56999969482422,146.8300018310547,68.81999969482422,149.94000244140625
2020-03-23 00:00:00,56.092498779296875,50.310001373291016,43.61000061035156,25.25,114.27999877929688,31.450000762939453,62.81999969482422,307.2699890136719,19.299999237060547,185.92999267578125,179.08999633789062,95.1415023803711,193.47000122070312,68.95999908447266,105.62000274658203,18.079999923706055,269.19000244140625,27.489999771118164,1152.239990234375,327.4200134277344,46.400001525878906,,35.38999938964844,91.8499984741211,381.7799987792969,60.470001220703125,34.16999816894531,42.869998931884766,24.549999237060547,285.5299987792969,140.52000427246094,34.599998474121094,53.09000015258789,54.220001220703125,28.459999084472656,121.38999938964844,85.76000213623047,26.579999923706055,64.1500015258789,38.08000183105469,21.383737564086914,4.010000228881836,,111.76000213623047,106.5999984741211,38.15768814086914,72.61000061035156,17.600000381469727,52.83100128173828,52.70650100708008,134.97000122070312,162.38999938964844,103.86000061035156,90.602294921875,49.58000183105469,111.13999938964844,79.02999877929688,20.770000457763672,37.560001373291016,150.0,119.05000305175781,276.79998779296875,67.80000305175781,203.3000030517578,137.10000610351562,41.93000030517578,72.91999816894531,23.530000686645508,117.87000274658203,31.3799991607666,63.35877990722656,27.809999465942383,135.97999572753906,45.415000915527344,360.2699890136719,62.79999923706055,53.17250061035156,44.189998626708984,105.18000030517578,27.03036117553711,97.69999694824219,59.97999954223633,85.26000213623047,62.529998779296875,47.16802978515625,56.54999923706055,43.22999954223633,50.15999984741211,20.219032287597656,96.69000244140625,255.3000030517578,75.69999694824219,28.952667236328125,98.44000244140625,194.86000061035156,114.04000091552734,91.9000015258789,28.93000030517578,135.74000549316406,64.5,143.69000244140625
2020-03-24 00:00:00,61.720001220703125,49.9900016784668,45.25,28.920000076293945,115.02999877929688,35.439998626708984,69.69000244140625,310.0,22.93000030517578,202.33999633789062,190.27000427246094,97.00499725341797,212.75999450683594,84.05000305175781,127.68000030517578,21.030000686645508,276.19000244140625,31.0,1259.469970703125,371.70001220703125,49.2400016784668,,40.65999984741211,101.33999633789062,419.3999938964844,61.18000030517578,34.63999938964844,50.90999984741211,30.739999771118164,284.94000244140625,153.63999938964844,38.599998474121094,54.349998474121094,66.55000305175781,32.459999084472656,129.14999389648438,98.12000274658203,28.469999313354492,71.5,44.29999923706055,24.614835739135742,4.949999809265137,,120.04000091552734,114.20999908447266,43.778297424316406,73.95999908447266,21.110000610351562,56.722999572753906,56.5004997253418,153.60000610351562,184.72000122070312,119.51000213623047,100.84130096435547,52.400001525878906,119.18000030517578,88.43000030517578,22.989999771118164,39.45000076293945,164.80999755859375,122.88999938964844,288.9100036621094,77.30000305175781,237.07000732421875,161.9499969482422,46.65999984741211,80.3499984741211,27.610000610351562,132.72000122070312,32.380001068115234,65.88740539550781,33.220001220703125,148.33999633789062,51.63249969482422,357.32000732421875,72.33000183105469,62.29499816894531,47.84000015258789,113.83999633789062,28.178367614746094,103.2699966430664,63.599998474121094,97.29000091552734,65.45999908447266,54.60037612915039,64.87999725341797,49.040000915527344,54.72999954223633,21.21601104736328,100.55999755859375,282.0299987792969,78.6500015258789,33.66666793823242,105.36000061035156,219.8000030517578,128.8699951171875,95.26000213623047,31.200000762939453,154.52999877929688,67.48999786376953,156.85000610351562
